Codename,Puzzle,Points
carr-lane-2-TwinkleStorm,repeat-a,3
carr-lane-2-TwinkleStorm,repeat-c,8
carr-lane-2-TwinkleStorm,repeat-hh,0
carr-lane-2-TwinkleStorm,repeat-ii,2
carr-lane-2-TwinkleStorm,repeat-ff,0
carr-lane-2-TwinkleStorm,repeat-o,7
carr-lane-2-TwinkleStorm,repeat-j,4
carr-lane-2-TwinkleStorm,repeat-n,9
carr-lane-2-TwinkleStorm,repeat-x,11
carr-lane-2-TwinkleStorm,repeat-q,-2
carr-lane-2-TwinkleStorm,repeat-y,8
carr-lane-2-TwinkleStorm,repeat-l,0
carr-lane-2-TwinkleStorm,repeat-w,0
carr-lane-2-TwinkleStorm,repeat-p,0
carr-lane-2-TwinkleStorm,repeat-z,12
carr-lane-2-TwinkleStorm,repeat-s,5
carr-lane-2-TwinkleStorm,repeat-i,0
carr-lane-2-TwinkleStorm,repeat-aa,0
carr-lane-2-TwinkleStorm,doinorder-a,8
carr-lane-2-TwinkleStorm,doinorder-k,6
carr-lane-2-TwinkleStorm,doinorder-l,5
carr-lane-2-TwinkleStorm,doinorder-f,0
carr-lane-2-TwinkleStorm,doinorder-w,10
carr-lane-2-TwinkleStorm,doinorder-o,0
carr-lane-2-TwinkleStorm,doinorder-g,0
carr-lane-2-TwinkleStorm,doinorder-n,3
carr-lane-2-TwinkleStorm,doinorder-b,2
carr-lane-2-TwinkleStorm,doinorder-x,0
carr-lane-2-TwinkleStorm,doinorder-q,1
carr-lane-2-TwinkleStorm,doinorder-p,7
carr-lane-2-TwinkleStorm,doinorder-d,2
carr-lane-2-TwinkleStorm,doinorder-r,0
carr-lane-2-TwinkleStorm,doinorder-s,5
carr-lane-2-TwinkleStorm,doinorder-t,5
carr-lane-2-TwinkleStorm,doinorder-z,0
carr-lane-2-TwinkleStorm,doinorder-u,0
carr-lane-2-VanillaSailor,sequential-d,2
carr-lane-2-VanillaSailor,sequential-g,6
carr-lane-2-VanillaSailor,dotogether-a,6
carr-lane-2-VanillaSailor,dotogether-b,0
carr-lane-2-VanillaSailor,dotogether-m,4
carr-lane-2-VanillaSailor,dotogether-n,0
carr-lane-2-VanillaSailor,dotogether-e,7
carr-lane-2-VanillaSailor,dotogether-c,3
carr-lane-2-VanillaSailor,dotogether-i,10
carr-lane-2-VanillaSailor,dotogether-l,6
carr-lane-2-VanillaSailor,dotogether-f,0
carr-lane-2-VanillaSailor,dotogether-k,6
carr-lane-2-VanillaSailor,dotogether-g,9
carr-lane-2-VanillaSailor,dotogether-h,9
carr-lane-2-VanillaSailor,repeat-ee,0
carr-lane-2-VanillaSailor,repeat-gg,4
carr-lane-2-VanillaSailor,repeat-m,4
carr-lane-2-VanillaSailor,repeat-f,3
carr-lane-2-VanillaSailor,repeat-a,8
carr-lane-2-VanillaSailor,repeat-g,6
carr-lane-2-VanillaSailor,repeat-b,7
carr-lane-2-VanillaSailor,repeat-e,3
carr-lane-2-VanillaSailor,repeat-c,7
carr-lane-2-VanillaSailor,repeat-cc,0
carr-lane-2-VanillaSailor,repeat-ii,0
carr-lane-2-VanillaSailor,repeat-ff,0
carr-lane-2-VanillaSailor,repeat-o,0
carr-lane-2-VanillaSailor,repeat-j,0
carr-lane-2-VanillaSailor,repeat-i,0
carr-lane-2-VanillaSailor,repeat-n,6
carr-lane-2-VanillaSailor,repeat-l,1
carr-lane-2-VanillaSailor,repeat-x,10
carr-lane-2-VanillaSailor,repeat-w,-4
carr-lane-2-VanillaSailor,repeat-q,-1
carr-lane-2-VanillaSailor,repeat-p,5
carr-lane-2-VanillaSailor,repeat-r,5
carr-lane-2-VanillaSailor,repeat-z,3
carr-lane-2-VanillaSailor,repeat-s,7
carr-lane-2-VanillaSailor,repeat-y,3
carr-lane-2-VanillaSailor,repeat-aa,11
carr-lane-2-WhisperingMask,sequential-d,0
carr-lane-2-WhisperingMask,sequential-c,0
carr-lane-2-WhisperingMask,sequential-g,1
carr-lane-2-WhisperingMask,dotogether-a,0
carr-lane-2-WhisperingMask,dotogether-n,0
carr-lane-2-WhisperingMask,dotogether-m,0
carr-lane-2-WhisperingMask,dotogether-e,6
carr-lane-2-WhisperingMask,dotogether-b,5
carr-lane-2-WhisperingMask,dotogether-c,0
carr-lane-2-WhisperingMask,dotogether-l,0
carr-lane-2-WhisperingMask,dotogether-f,4
carr-lane-2-WhisperingMask,dotogether-j,5
carr-lane-2-WhisperingMask,dotogether-k,0
carr-lane-2-WhisperingMask,dotogether-d,0
carr-lane-2-WhisperingMask,dotogether-g,0
carr-lane-2-WhisperingMask,dotogether-o,-1
carr-lane-2-WhisperingMask,dotogether-i,1
carr-lane-2-WhisperingMask,dotogether-h,0
carr-lane-2-WhisperingMask,repeat-gg,2
carr-lane-2-WhisperingMask,repeat-ee,0
carr-lane-2-WhisperingMask,repeat-e,-2
carr-lane-2-WhisperingMask,repeat-m,3
carr-lane-2-WhisperingMask,repeat-a,6
carr-lane-2-WhisperingMask,repeat-g,0
carr-lane-2-WhisperingMask,repeat-b,6
carr-lane-2-WhisperingMask,repeat-f,4
carr-lane-2-WhisperingMask,repeat-dd,0
carr-lane-2-WhisperingMask,repeat-ii,4
carr-lane-2-WhisperingMask,repeat-hh,2
carr-lane-2-WhisperingMask,repeat-cc,0
carr-lane-2-WhisperingMask,repeat-c,5
carr-lane-2-WhisperingMask,repeat-ff,4
carr-lane-2-WhisperingMask,repeat-j,1
carr-lane-2-WhisperingMask,repeat-o,4
carr-lane-2-WhisperingMask,repeat-l,0
carr-lane-2-WhisperingMask,repeat-q,1
carr-lane-2-WhisperingMask,repeat-w,0
carr-lane-2-WhisperingMask,repeat-x,2
compton-drew-data-AprilShowers,sequential-c,0
compton-drew-data-AprilShowers,sequential-g,6
compton-drew-data-AprilShowers,dotogether-o,6
compton-drew-data-AprilShowers,sequential-d,0
compton-drew-data-AprilShowers,dotogether-a,0
compton-drew-data-AprilShowers,dotogether-n,0
compton-drew-data-AprilShowers,dotogether-m,0
compton-drew-data-AprilShowers,dotogether-e,8
compton-drew-data-AprilShowers,dotogether-c,0
compton-drew-data-AprilShowers,dotogether-d,4
compton-drew-data-AprilShowers,dotogether-i,9
compton-drew-data-AprilShowers,dotogether-l,0
compton-drew-data-AprilShowers,dotogether-j,10
compton-drew-data-AprilShowers,dotogether-f,7
compton-drew-data-AprilShowers,dotogether-g,9
compton-drew-data-AprilShowers,dotogether-b,0
compton-drew-data-AprilShowers,dotogether-k,6
compton-drew-data-AprilShowers,dotogether-h,0
compton-drew-data-AprilShowers,repeat-ee,0
compton-drew-data-AprilShowers,repeat-gg,0
compton-drew-data-AprilShowers,repeat-m,7
compton-drew-data-AprilShowers,repeat-e,0
compton-drew-data-AprilShowers,repeat-a,0
compton-drew-data-AprilShowers,repeat-f,5
compton-drew-data-AprilShowers,repeat-b,9
compton-drew-data-AprilShowers,repeat-g,0
compton-drew-data-AprilShowers,repeat-dd,5
compton-drew-data-AprilShowers,repeat-c,8
compton-drew-data-AprilShowers,repeat-cc,0
compton-drew-data-AprilShowers,repeat-hh,5
compton-drew-data-AprilShowers,repeat-ii,0
compton-drew-data-AprilShowers,repeat-ff,5
compton-drew-data-AprilShowers,repeat-i,0
compton-drew-data-AprilShowers,repeat-o,10
compton-drew-data-AprilShowers,repeat-j,1
compton-drew-data-AprilShowers,repeat-n,0
compton-drew-data-AprilShowers,repeat-x,0
compton-drew-data-AprilShowers,repeat-w,0
compton-drew-data-AprilShowers,repeat-l,0
compton-drew-data-AprilShowers,repeat-q,5
compton-drew-data-AprilShowers,repeat-p,0
compton-drew-data-AprilShowers,repeat-y,7
compton-drew-data-AprilShowers,repeat-r,4
compton-drew-data-AprilShowers,repeat-s,10
compton-drew-data-AprilShowers,repeat-z,12
compton-drew-data-AprilShowers,repeat-aa,0
compton-drew-data-AprilShowers,doinorder-a,8
compton-drew-data-AprilShowers,doinorder-k,0
compton-drew-data-AprilShowers,doinorder-l,8
compton-drew-data-AprilShowers,doinorder-f,0
compton-drew-data-AprilShowers,doinorder-b,8
compton-drew-data-AprilShowers,doinorder-w,12
compton-drew-data-BabyCub,sequential-g,0
compton-drew-data-BabyCub,sequential-c,0
compton-drew-data-BabyCub,sequential-d,0
compton-drew-data-BabyCub,dotogether-n,0
compton-drew-data-BabyCub,dotogether-b,0
compton-drew-data-BabyCub,dotogether-o,0
compton-drew-data-BabyCub,dotogether-m,0
compton-drew-data-BabyCub,dotogether-c,0
compton-drew-data-BabyCub,dotogether-d,4
compton-drew-data-BabyCub,dotogether-f,0
compton-drew-data-BabyCub,dotogether-l,0
compton-drew-data-BabyCub,dotogether-j,7
compton-drew-data-BabyCub,dotogether-i,5
compton-drew-data-BabyCub,dotogether-h,4
compton-drew-data-BabyCub,repeat-e,0
compton-drew-data-BabyCub,repeat-ee,0
compton-drew-data-BabyCub,repeat-f,0
compton-drew-data-BabyCub,repeat-g,0
compton-drew-data-BabyCub,repeat-a,0
compton-drew-data-BabyCub,repeat-dd,0
compton-drew-data-BabyCub,repeat-hh,0
compton-drew-data-BabyCub,repeat-cc,5
compton-drew-data-BabyCub,repeat-b,4
compton-drew-data-BabyCub,repeat-ii,5
compton-drew-data-BabyCub,repeat-ff,0
compton-drew-data-BabyCub,repeat-i,7
compton-drew-data-BabyCub,repeat-o,0
compton-drew-data-BabyCub,repeat-j,0
compton-drew-data-BabyCub,repeat-n,0
compton-drew-data-BabyCub,repeat-l,0
compton-drew-data-BabyCub,repeat-w,0
compton-drew-data-BabyCub,repeat-x,10
compton-drew-data-BabyCub,repeat-q,7
compton-drew-data-BabyCub,repeat-y,7
compton-drew-data-BabyCub,repeat-r,0
compton-drew-data-BabyCub,repeat-p,11
compton-drew-data-BabyCub,repeat-s,0
compton-drew-data-BabyCub,repeat-z,6
compton-drew-data-BabyCub,repeat-aa,0
compton-drew-data-BabyCub,doinorder-a,1
compton-drew-data-BabyCub,doinorder-f,0
compton-drew-data-BabyCub,doinorder-l,0
compton-drew-data-BabyCub,doinorder-n,0
compton-drew-data-BabyCub,doinorder-w,7
compton-drew-data-BabyCub,doinorder-k,0
compton-drew-data-BabyCub,doinorder-g,1
compton-drew-data-BabyCub,doinorder-x,-1
compton-drew-data-BabyCub,doinorder-d,1
compton-drew-data-BabyCub,doinorder-p,0
compton-drew-data-BabyCub,doinorder-q,3
compton-drew-data-BabyCub,doinorder-r,12
compton-drew-data-BabyCub,doinorder-o,4
compton-drew-data-BabyCub,doinorder-y,0
compton-drew-data-BabyCub,doinorder-z,0
compton-drew-data-BabyCub,doinorder-t,0
compton-drew-data-BabyCub,doinorder-u,0
compton-drew-data-BabyCub,doinorder-cc,4
compton-drew-data-BabyCub,doinorder-e,0
compton-drew-data-BabyCub,doinorder-bb,2
compton-drew-data-BabyCub,repeat-t,0
compton-drew-data-BabyCub,doinorder-v,3
compton-drew-data-BabyCub,doinorder-h,6
compton-drew-data-BabyCub,repeat-bb,8
compton-drew-data-BabyCub,integrative-h,0
compton-drew-data-BabyCub,integrative-b,0
compton-drew-data-BabyCub,integrative-i,0
compton-drew-data-BabyCub,integrative-c,0
compton-drew-data-BabyCub,integrative-g,0
compton-drew-data-BabyCub,integrative-a,7
compton-drew-data-BabyCub,integrative-e,0
compton-drew-data-BabyCub,integrative-d,0
compton-drew-data-BrightSky,sequential-g,0
compton-drew-data-BrightSky,dotogether-b,0
compton-drew-data-BrightSky,dotogether-m,6
compton-drew-data-BrightSky,dotogether-o,0
compton-drew-data-BrightSky,dotogether-a,0
compton-drew-data-BrightSky,dotogether-e,8
compton-drew-data-BrightSky,dotogether-d,0
compton-drew-data-BrightSky,dotogether-c,0
compton-drew-data-BrightSky,dotogether-i,1
compton-drew-data-BrightSky,dotogether-f,3
compton-drew-data-BrightSky,dotogether-l,3
compton-drew-data-BrightSky,dotogether-j,9
compton-drew-data-BrightSky,dotogether-h,0
compton-drew-data-BrightSky,repeat-gg,2
compton-drew-data-BrightSky,repeat-ee,0
compton-drew-data-BrightSky,repeat-f,0
compton-drew-data-BrightSky,repeat-e,1
compton-drew-data-BrightSky,repeat-m,0
compton-drew-data-BrightSky,repeat-b,5
compton-drew-data-BrightSky,repeat-a,0
compton-drew-data-BrightSky,repeat-g,0
compton-drew-data-BrightSky,repeat-cc,3
compton-drew-data-BrightSky,repeat-dd,0
compton-drew-data-BrightSky,repeat-hh,0
compton-drew-data-BrightSky,repeat-c,0
compton-drew-data-BrightSky,repeat-ff,0
compton-drew-data-BrightSky,repeat-i,-1
compton-drew-data-BrightSky,repeat-j,0
compton-drew-data-BrightSky,repeat-o,7
compton-drew-data-BrightSky,repeat-n,0
compton-drew-data-BrightSky,repeat-l,3
compton-drew-data-BrightSky,repeat-x,6
compton-drew-data-BrightSky,repeat-w,0
compton-drew-data-BrightSky,repeat-q,0
compton-drew-data-BrightSky,repeat-y,7
compton-drew-data-BrightSky,repeat-p,6
compton-drew-data-BrightSky,repeat-r,4
compton-drew-data-BrightSky,repeat-aa,0
compton-drew-data-BrightSky,doinorder-a,0
compton-drew-data-BrightSky,doinorder-f,9
compton-drew-data-BrightSky,doinorder-n,2
compton-drew-data-BrightSky,doinorder-k,0
compton-drew-data-BrightSky,doinorder-l,1
compton-drew-data-BrightSky,doinorder-b,0
compton-drew-data-BrightSky,doinorder-o,0
compton-drew-data-BrightSky,doinorder-w,2
compton-drew-data-BrightSky,doinorder-g,0
compton-drew-data-BrightSky,doinorder-d,0
compton-drew-data-BrightSky,doinorder-p,6
compton-drew-data-BrightSky,doinorder-x,5
compton-drew-data-BrightSky,doinorder-y,0
compton-drew-data-BrightSky,doinorder-r,1
compton-drew-data-BrightSky,doinorder-q,0
compton-drew-data-BrightSky,doinorder-m,3
compton-drew-data-BrightSky,doinorder-u,0
compton-drew-data-BrightSky,doinorder-cc,4
compton-drew-data-BrightSky,doinorder-bb,6
compton-drew-data-BrightSky,doinorder-h,2
compton-drew-data-BrownBear,sequential-d,2
compton-drew-data-BrownBear,sequential-c,0
compton-drew-data-BrownBear,dotogether-m,0
compton-drew-data-BrownBear,dotogether-a,0
compton-drew-data-BrownBear,dotogether-n,0
compton-drew-data-BrownBear,dotogether-b,4
compton-drew-data-BrownBear,dotogether-e,3
compton-drew-data-BrownBear,dotogether-e,3
compton-drew-data-BrownBear,dotogether-d,3
compton-drew-data-BrownBear,dotogether-i,0
compton-drew-data-BrownBear,dotogether-l,0
compton-drew-data-BrownBear,dotogether-c,0
compton-drew-data-BrownBear,dotogether-j,5
compton-drew-data-BrownBear,repeat-ee,0
compton-drew-data-BrownBear,repeat-ee,0
compton-drew-data-BrownBear,repeat-gg,-1
compton-drew-data-BrownBear,repeat-m,4
compton-drew-data-BrownBear,repeat-e,3
compton-drew-data-BrownBear,repeat-a,3
compton-drew-data-BrownBear,repeat-b,5
compton-drew-data-BrownBear,repeat-g,8
compton-drew-data-BrownBear,repeat-f,0
compton-drew-data-BrownBear,repeat-cc,2
compton-drew-data-BrownBear,repeat-dd,-2
compton-drew-data-BrownBear,repeat-hh,0
compton-drew-data-BrownBear,repeat-ff,3
compton-drew-data-BrownBear,repeat-i,0
compton-drew-data-BrownBear,repeat-j,0
compton-drew-data-BrownBear,repeat-o,0
compton-drew-data-BrownBear,repeat-l,4
compton-drew-data-BrownBear,repeat-n,6
compton-drew-data-BrownBear,repeat-x,2
compton-drew-data-BrownBear,repeat-w,0
compton-drew-data-BrownBear,repeat-q,0
compton-drew-data-BrownBear,repeat-p,7
compton-drew-data-BrownBear,repeat-z,4
compton-drew-data-BrownBear,repeat-s,0
compton-drew-data-BrownBear,repeat-aa,5
compton-drew-data-BrownBear,doinorder-l,-2
compton-drew-data-BrownBear,doinorder-a,0
compton-drew-data-BrownBear,doinorder-k,3
compton-drew-data-BrownBear,doinorder-f,3
compton-drew-data-BrownBear,doinorder-f,3
compton-drew-data-BrownBear,doinorder-b,1
compton-drew-data-BrownBear,doinorder-n,4
compton-drew-data-BrownBear,doinorder-g,2
compton-drew-data-BrownBear,doinorder-d,4
compton-drew-data-BrownBear,doinorder-x,0
compton-drew-data-BrownBear,doinorder-p,3
compton-drew-data-BrownBear,doinorder-q,2
compton-drew-data-CheeseMonkey,sequential-g,0
compton-drew-data-CheeseMonkey,sequential-c,0
compton-drew-data-CheeseMonkey,dotogether-a,0
compton-drew-data-CheeseMonkey,dotogether-o,0
compton-drew-data-CheeseMonkey,dotogether-m,4
compton-drew-data-CheeseMonkey,dotogether-b,0
compton-drew-data-CheeseMonkey,dotogether-n,0
compton-drew-data-CheeseMonkey,dotogether-c,1
compton-drew-data-CheeseMonkey,dotogether-e,5
compton-drew-data-CheeseMonkey,dotogether-d,4
compton-drew-data-CheeseMonkey,dotogether-i,10
compton-drew-data-CheeseMonkey,dotogether-l,0
compton-drew-data-CheeseMonkey,dotogether-j,10
compton-drew-data-CheeseMonkey,dotogether-g,6
compton-drew-data-CheeseMonkey,dotogether-h,8
compton-drew-data-CheeseMonkey,repeat-ee,0
compton-drew-data-CheeseMonkey,repeat-gg,3
compton-drew-data-CheeseMonkey,repeat-m,7
compton-drew-data-CheeseMonkey,repeat-f,2
compton-drew-data-CheeseMonkey,repeat-b,9
compton-drew-data-CheeseMonkey,repeat-g,0
compton-drew-data-CheeseMonkey,repeat-cc,2
compton-drew-data-CheeseMonkey,repeat-a,4
compton-drew-data-CheeseMonkey,repeat-hh,4
compton-drew-data-CheeseMonkey,repeat-dd,7
compton-drew-data-CheeseMonkey,repeat-ff,0
compton-drew-data-CheeseMonkey,repeat-j,0
compton-drew-data-CheeseMonkey,repeat-o,0
compton-drew-data-CheeseMonkey,repeat-w,0
compton-drew-data-CheeseMonkey,repeat-i,-1
compton-drew-data-CheeseMonkey,repeat-l,0
compton-drew-data-CheeseMonkey,repeat-q,1
compton-drew-data-CheeseMonkey,repeat-p,0
compton-drew-data-CheeseMonkey,repeat-y,3
compton-drew-data-CheeseMonkey,repeat-z,4
compton-drew-data-CheeseMonkey,repeat-aa,0
compton-drew-data-CheeseMonkey,doinorder-a,1
compton-drew-data-CheeseMonkey,doinorder-k,0
compton-drew-data-CheeseMonkey,doinorder-l,0
compton-drew-data-CheeseMonkey,doinorder-w,3
compton-drew-data-CheeseMonkey,doinorder-n,0
compton-drew-data-CheeseMonkey,doinorder-g,2
compton-drew-data-CheeseMonkey,doinorder-b,1
compton-drew-data-CheeseMonkey,doinorder-o,10
compton-drew-data-CheeseMonkey,doinorder-d,7
compton-drew-data-CheeseMonkey,doinorder-p,4
compton-drew-data-CheeseMonkey,doinorder-q,0
compton-drew-data-CheeseMonkey,doinorder-r,9
compton-drew-data-CheeseMonkey,doinorder-s,0
compton-drew-data-CheeseMonkey,doinorder-y,0
compton-drew-data-CheeseMonkey,doinorder-t,13
compton-drew-data-CheeseMonkey,doinorder-m,0
compton-drew-data-CheeseMonkey,doinorder-u,7
compton-drew-data-CheeseMonkey,doinorder-bb,0
compton-drew-data-CheeseMonkey,doinorder-e,0
compton-drew-data-CheeseMonkey,doinorder-cc,-1
compton-drew-data-CheeseMonkey,doinorder-h,-2
compton-drew-data-CheeseMonkey,doinorder-v,3
compton-drew-data-CheeseMonkey,doinorder-j,0
compton-drew-data-CheeseMonkey,repeat-t,10
compton-drew-data-CheeseMonkey,repeat-u,3
compton-drew-data-CheeseMonkey,integrative-e,0
compton-drew-data-CheeseMonkey,repeat-bb,12
compton-drew-data-CheeseMonkey,integrative-b,0
compton-drew-data-CheeseMonkey,integrative-i,0
compton-drew-data-CheeseMonkey,integrative-c,0
compton-drew-data-CheeseMonkey,integrative-f,0
compton-drew-data-CheeseMonkey,integrative-g,8
compton-drew-data-CheeseMonkey,integrative-h,10
compton-drew-data-HotPotato,sequential-c,4
compton-drew-data-HotPotato,sequential-d,6
compton-drew-data-HotPotato,dotogether-a,8
compton-drew-data-HotPotato,dotogether-b,4
compton-drew-data-HotPotato,dotogether-n,6
compton-drew-data-HotPotato,dotogether-e,9
compton-drew-data-HotPotato,dotogether-m,0
compton-drew-data-HotPotato,dotogether-c,6
compton-drew-data-HotPotato,dotogether-d,2
compton-drew-data-HotPotato,dotogether-l,10
compton-drew-data-HotPotato,dotogether-i,8
compton-drew-data-HotPotato,dotogether-k,11
compton-drew-data-HotPotato,dotogether-f,12
compton-drew-data-HotPotato,dotogether-g,9
compton-drew-data-HotPotato,sequential-g,4
compton-drew-data-HotPotato,dotogether-h,4
compton-drew-data-HotPotato,repeat-ee,4
compton-drew-data-HotPotato,repeat-gg,7
compton-drew-data-HotPotato,repeat-m,7
compton-drew-data-HotPotato,repeat-f,1
compton-drew-data-HotPotato,repeat-g,6
compton-drew-data-HotPotato,repeat-e,7
compton-drew-data-MadHatter,sequential-c,6
compton-drew-data-MadHatter,dotogether-b,0
compton-drew-data-MadHatter,dotogether-o,5
compton-drew-data-MadHatter,dotogether-a,-1
compton-drew-data-MadHatter,dotogether-e,0
compton-drew-data-MadHatter,dotogether-d,4
compton-drew-data-MadHatter,dotogether-i,10
compton-drew-data-MadHatter,dotogether-f,3
compton-drew-data-MadHatter,dotogether-g,0
compton-drew-data-MadHatter,dotogether-j,5
compton-drew-data-MadHatter,dotogether-k,10
compton-drew-data-MadHatter,dotogether-h,0
compton-drew-data-MadHatter,repeat-e,0
compton-drew-data-MadHatter,repeat-f,0
compton-drew-data-MadHatter,repeat-m,0
compton-drew-data-MadHatter,repeat-g,2
compton-drew-data-MadHatter,repeat-cc,6
compton-drew-data-MadHatter,repeat-dd,4
compton-drew-data-MadHatter,repeat-c,8
compton-drew-data-MadHatter,repeat-ff,1
compton-drew-data-MadHatter,repeat-j,0
compton-drew-data-MadHatter,repeat-n,6
compton-drew-data-MadHatter,repeat-l,0
compton-drew-data-MadHatter,repeat-x,2
compton-drew-data-MadHatter,repeat-y,1
compton-drew-data-MadHatter,repeat-r,0
compton-drew-data-MadHatter,repeat-z,0
compton-drew-data-MadHatter,repeat-aa,5
compton-drew-data-MadHatter,doinorder-a,0
compton-drew-data-MadHatter,doinorder-f,0
compton-drew-data-MadHatter,doinorder-k,0
compton-drew-data-MadHatter,doinorder-w,2
compton-drew-data-MadHatter,doinorder-b,1
compton-drew-data-MadHatter,doinorder-x,-5
compton-drew-data-MadHatter,doinorder-o,9
compton-drew-data-MadHatter,doinorder-p,0
compton-drew-data-MadHatter,doinorder-r,-1
compton-drew-data-MadHatter,doinorder-s,3
compton-drew-data-MadHatter,doinorder-q,1
compton-drew-data-MadHatter,doinorder-z,9
compton-drew-data-MadHatter,doinorder-t,0
compton-drew-data-MadHatter,doinorder-u,0
compton-drew-data-MadHatter,doinorder-j,0
compton-drew-data-MadHatter,doinorder-h,8
compton-drew-data-MadHatter,doinorder-bb,0
compton-drew-data-MadHatter,doinorder-e,7
compton-drew-data-MadHatter,repeat-t,0
compton-drew-data-MadHatter,repeat-bb,3
compton-drew-data-MadHatter,integrative-h,0
compton-drew-data-MadHatter,integrative-b,0
compton-drew-data-MadHatter,integrative-e,5
compton-drew-data-MadHatter,integrative-c,6
compton-drew-data-MadHatter,integrative-g,6
compton-drew-data-MadHatter,integrative-a,2
compton-drew-data-MadHatter,integrative-d,0
compton-drew-data-MagicPotions,sequential-g,6
compton-drew-data-MagicPotions,dotogether-b,0
compton-drew-data-MagicPotions,dotogether-o,-1
compton-drew-data-MagicPotions,dotogether-m,8
compton-drew-data-MagicPotions,dotogether-e,2
compton-drew-data-MagicPotions,dotogether-c,4
compton-drew-data-MagicPotions,dotogether-f,6
compton-drew-data-MagicPotions,dotogether-l,5
compton-drew-data-MagicPotions,dotogether-j,10
compton-drew-data-MagicPotions,dotogether-g,6
compton-drew-data-MagicPotions,dotogether-h,1
compton-drew-data-MagicPotions,repeat-gg,5
compton-drew-data-MagicPotions,repeat-e,3
compton-drew-data-MagicPotions,repeat-f,1
compton-drew-data-MagicPotions,repeat-m,3
compton-drew-data-MagicPotions,repeat-g,6
compton-drew-data-MagicPotions,repeat-cc,0
compton-drew-data-MagicPotions,repeat-dd,0
compton-drew-data-MagicPotions,repeat-hh,1
compton-drew-data-MagicPotions,repeat-ff,0
compton-drew-data-MagicPotions,repeat-o,10
compton-drew-data-MagicPotions,repeat-n,2
compton-drew-data-MagicPotions,repeat-x,12
compton-drew-data-MagicPotions,repeat-w,3
compton-drew-data-MagicPotions,repeat-p,0
compton-drew-data-MagicPotions,repeat-r,7
compton-drew-data-MagicPotions,repeat-y,7
compton-drew-data-MagicPotions,repeat-aa,0
compton-drew-data-MagicPotions,doinorder-l,0
compton-drew-data-MagicPotions,doinorder-k,8
compton-drew-data-MagicPotions,doinorder-n,-2
compton-drew-data-MagicPotions,doinorder-o,3
compton-drew-data-MagicPotions,doinorder-w,7
compton-drew-data-MagicPotions,doinorder-g,2
compton-drew-data-MagicPotions,doinorder-x,0
compton-drew-data-MagicPotions,doinorder-f,0
compton-drew-data-MagicPotions,doinorder-d,0
compton-drew-data-MagicPotions,doinorder-q,3
compton-drew-data-MagicPotions,doinorder-y,0
compton-drew-data-MagicPotions,doinorder-s,7
compton-drew-data-MagicPotions,doinorder-z,0
compton-drew-data-MagicPotions,doinorder-t,13
compton-drew-data-MagicPotions,doinorder-u,0
compton-drew-data-MagicPotions,doinorder-j,5
compton-drew-data-MidnightZebra,sequential-g,0
compton-drew-data-MidnightZebra,sequential-d,2
compton-drew-data-MidnightZebra,dotogether-m,1
compton-drew-data-MidnightZebra,sequential-c,0
compton-drew-data-MidnightZebra,dotogether-a,0
compton-drew-data-MidnightZebra,dotogether-n,6
compton-drew-data-MidnightZebra,dotogether-o,0
compton-drew-data-MidnightZebra,dotogether-e,0
compton-drew-data-MidnightZebra,dotogether-c,0
compton-drew-data-MidnightZebra,dotogether-i,1
compton-drew-data-MidnightZebra,dotogether-f,8
compton-drew-data-MidnightZebra,dotogether-l,5
compton-drew-data-MidnightZebra,dotogether-b,0
compton-drew-data-MidnightZebra,dotogether-g,9
compton-drew-data-MidnightZebra,dotogether-k,10
compton-drew-data-MidnightZebra,dotogether-d,0
compton-drew-data-MidnightZebra,dotogether-j,6
compton-drew-data-MidnightZebra,dotogether-h,12
compton-drew-data-MidnightZebra,repeat-e,4
compton-drew-data-MidnightZebra,repeat-ee,0
compton-drew-data-MidnightZebra,repeat-gg,2
compton-drew-data-MidnightZebra,repeat-m,0
compton-drew-data-MidnightZebra,repeat-a,0
compton-drew-data-MidnightZebra,repeat-b,3
compton-drew-data-MidnightZebra,repeat-g,2
compton-drew-data-MidnightZebra,repeat-cc,0
compton-drew-data-MidnightZebra,repeat-dd,4
compton-drew-data-MidnightZebra,repeat-hh,4
compton-drew-data-MidnightZebra,repeat-ii,0
compton-drew-data-MidnightZebra,repeat-f,2
compton-drew-data-MidnightZebra,repeat-ff,0
compton-drew-data-MoonStone,sequential-c,0
compton-drew-data-MoonStone,dotogether-b,0
compton-drew-data-MoonStone,sequential-g,0
compton-drew-data-MoonStone,dotogether-a,0
compton-drew-data-MoonStone,dotogether-m,0
compton-drew-data-MoonStone,dotogether-e,9
compton-drew-data-MoonStone,dotogether-d,0
compton-drew-data-MoonStone,dotogether-i,0
compton-drew-data-MoonStone,dotogether-f,8
compton-drew-data-MoonStone,dotogether-l,6
compton-drew-data-MoonStone,dotogether-c,0
compton-drew-data-MoonStone,dotogether-j,10
compton-drew-data-MoonStone,dotogether-h,7
compton-drew-data-MoonStone,repeat-gg,6
compton-drew-data-MoonStone,repeat-f,0
compton-drew-data-MoonStone,repeat-ee,0
compton-drew-data-MoonStone,repeat-m,0
compton-drew-data-MoonStone,repeat-a,0
compton-drew-data-MoonStone,repeat-g,5
compton-drew-data-MoonStone,repeat-b,5
compton-drew-data-MoonStone,repeat-e,3
compton-drew-data-MoonStone,repeat-c,5
compton-drew-data-MoonStone,repeat-hh,7
